Tỉnh/Thành Phố	Mã Tỉnh/Thành phố	Huyện 	Mã Quận/Huyện	Phường/Xã	Mã Phường/Xã
Thái Nguyên	215	Huyện Phú Lương	21509	2150911	Xã Yên Lạc
Thái Nguyên	215	Huyện Phú Lương	21509	2150917	Xã Phủ Lý
Thái Nguyên	215	Huyện Phú Lương	21509	2150927	Xã Vô Tranh
Thái Nguyên	215	Huyện Phú Lương	21509	2150903	Thị trấn Giang Tiên
Thái Nguyên	215	Huyện Phú Lương	21509	2150905	Xã Yên Ninh
Thái Nguyên	215	Huyện Phú Lương	21509	2150901	Thị trấn Đu
Thái Nguyên	215	Huyện Phú Lương	21509	2150919	Xã Hợp Thành
Thái Nguyên	215	Huyện Phú Lương	21509	2150923	Xã Tức Tranh
Thái Nguyên	215	Huyện Võ Nhai	21507	2150707	Xã Thần Xa
Thái Nguyên	215	Huyện Võ Nhai	21507	2150727	Xã Dân Tiến
Thái Nguyên	215	Huyện Võ Nhai	21507	2150731	Xã Bình Long
Thái Nguyên	215	Huyện Võ Nhai	21507	2150701	Thị trấn Đình Cả
Thái Nguyên	215	Huyện Võ Nhai	21507	2150717	Xã Lâu Thượng
Thái Nguyên	215	Huyện Võ Nhai	21507	2150721	Xã Phương Giao
Thái Nguyên	215	Huyện Võ Nhai	21507	2150709	Xã Vũ Chấn
Thái Nguyên	215	Huyện Võ Nhai	21507	2150725	Xã Liên Minh
Thái Nguyên	215	Huyện Võ Nhai	21507	2150715	Xã Cúc Đường
Thái Nguyên	215	Huyện Võ Nhai	21507	2150711	Xã Thượng Nung
Thái Nguyên	215	Huyện Võ Nhai	21507	2150723	Xã La Hiên
Thái Nguyên	215	Huyện Võ Nhai	21507	2150713	Xã Phú Thượng
Thái Nguyên	215	Huyện Võ Nhai	21507	2150703	Xã Sảng Mộc
Thái Nguyên	215	Huyện Võ Nhai	21507	2150705	Xã Nghinh Tường
Thái Nguyên	215	Huyện Võ Nhai	21507	2150719	Xã Tràng Xá
Thái Nguyên	215	Huyện Đại Từ	21513	2151370	Xã Vạn Phú
Thái Nguyên	215	Huyện Đại Từ	21513	2151301	Thị trấn Đại Từ
Thái Nguyên	215	Huyện Đại Từ	21513	2151329	Xã Hùng Sơn
Thái Nguyên	215	Huyện Đại Từ	21513	2151333	Xã La Bằng
Thái Nguyên	215	Huyện Đại Từ	21513	2151351	Xã Văn Yên
Thái Nguyên	215	Huyện Đại Từ	21513	2151321	Xã Phú Thịnh
Thái Nguyên	215	Huyện Đại Từ	21513	2151331	Xã Cù Vân
Thái Nguyên	215	Huyện Đại Từ	21513	2151303	Thị trấn Quân Chu
Thái Nguyên	215	Huyện Đại Từ	21513	2151311	Xã Đức Lương
Thái Nguyên	215	Huyện Đại Từ	21513	2151325	Xã Bản Ngoại
Thái Nguyên	215	Huyện Đại Từ	21513	2151327	Xã Tiên Hội
Thái Nguyên	215	Huyện Đại Từ	21513	2151313	Xã Phú Cường
Thái Nguyên	215	Huyện Đại Từ	21513	2151345	Xã Bình Thuận
Thái Nguyên	215	Huyện Đại Từ	21513	2151319	Xã Phục Linh
Thái Nguyên	215	Huyện Đại Từ	21513	2151343	Xã Tân Thái
Thái Nguyên	215	Huyện Đại Từ	21513	2151341	Xã An Khánh
Thái Nguyên	215	Huyện Đại Từ	21513	2151315	Xã Na Mao
Thái Nguyên	215	Huyện Đại Từ	21513	2151337	Xã Hoàng Nông
Thái Nguyên	215	Huyện Đại Từ	21513	2151339	Xã Khôi Kỳ
Thái Nguyên	215	Huyện Đại Từ	21513	2151353	Xã Ký Phú
Thái Nguyên	215	Huyện Đại Từ	21513	2151320	Xã Tân Linh
Thái Nguyên	215	Huyện Đại Từ	21513	2151349	Xã Mỹ Yên
Thái Nguyên	215	Huyện Đại Từ	21513	2151357	Xã Cát Nê
Thái Nguyên	215	Huyện Đại Từ	21513	2151305	Xã Phúc Lương
Thái Nguyên	215	Huyện Đại Từ	21513	2151309	Xã Yên Lãng
Thái Nguyên	215	Huyện Đại Từ	21513	2151359	Xã Quân Chu
Thái Nguyên	215	Huyện Đại Từ	21513	2151323	Xã Phú Xuyên
Thái Nguyên	215	Huyện Đại Từ	21513	2151335	Xã Hà Thượng
Thái Nguyên	215	Huyện Đại Từ	21513	2151360	Thị trấn Hùng Sơn
Thái Nguyên	215	Huyện Đại Từ	21513	2151317	Xã Phú Lạc
Thái Nguyên	215	Huyện Đại Từ	21513	2151347	Xã Lục Ba
Thái Nguyên	215	Huyện Đại Từ	21513	2151355	Xã Vạn Thọ
Thái Nguyên	215	Huyện Đại Từ	21513	2151307	Xã Minh Tiến
Thái Nguyên	215	Huyện Phú Bình	21515	2151505	Xã Đồng Liên
Thái Nguyên	215	Huyện Phú Bình	21515	2151515	Xã Thượng Đình
Thái Nguyên	215	Huyện Phú Bình	21515	2151527	Xã Xuân Phương
Thái Nguyên	215	Huyện Phú Bình	21515	2151503	Xã Bàn Đạt
Thái Nguyên	215	Huyện Phú Bình	21515	2151513	Xã Đào Xá
Thái Nguyên	215	Huyện Phú Bình	21515	2151537	Xã Kha Sơn
Thái Nguyên	215	Huyện Phú Bình	21515	2151539	Xã Thanh Ninh
Thái Nguyên	215	Huyện Phú Bình	21515	2151511	Xã Tân Thành
Thái Nguyên	215	Huyện Phú Bình	21515	2151501	Thị trấn Hương Sơn
Thái Nguyên	215	Huyện Phú Bình	21515	2151533	Xã Úc Kỳ
Thái Nguyên	215	Huyện Phú Bình	21515	2151535	Xã Nga My
Thái Nguyên	215	Huyện Phú Bình	21515	2151519	Xã Tân Hòa
Thái Nguyên	215	Huyện Phú Bình	21515	2151509	Xã Tân Kim
Thái Nguyên	215	Huyện Phú Bình	21515	2151507	Xã Tân Khánh
Thái Nguyên	215	Huyện Phú Bình	21515	2151521	Xã Điềm Thụy
Thái Nguyên	215	Huyện Phú Bình	21515	2151517	Xã Bảo Lý
Thái Nguyên	215	Huyện Phú Bình	21515	2151525	Xã Nhã Lộng
Thái Nguyên	215	Huyện Phú Bình	21515	2151531	Xã Tân Đức
Thái Nguyên	215	Huyện Phú Bình	21515	2151541	Xã Dương Thành
Thái Nguyên	215	Huyện Phú Bình	21515	2151543	Xã Hà Châu
Thái Nguyên	215	Huyện Phú Bình	21515	2151529	Xã Lương Phú
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150149	Xã Lương Sơn
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150129	Phường Trung Thành
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150125	Phường Phú Xá
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150133	Phường Tân Thành
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150103	Phường Tân Long
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150105	Phường Quán Triều
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150115	Phường Phan Đình Phùng
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150127	Phường Cam Giá
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150141	Xã Phúc Trìu
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150119	Phường Tân Thịnh
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150139	Xã Quyết Thắng
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150145	Xã Tân Cương
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150117	Phường Túc Duyên
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150120	Phường Thịnh Đán
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150131	Phường Hương Sơn
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150101	Phường Trưng Vương
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150140	Xã Sơn Cẩm
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150113	Phường Đồng Quang
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150143	Xã Thịnh Đức
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150121	Phường Gia Sàng
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150169	Xã Huống Thượng
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150147	Phường Tích Lương
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150152	Xã Đồng Liên
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150137	Xã Phúc Xuân
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150107	Phường Quang Vinh
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150123	Phường Tân Lập
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150111	Phường Hoàng Văn Thụ
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150135	Xã Phúc Hà
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150150	Xã Cao Ngạn
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150130	Phường Chùa Hang
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150165	Xã Linh Sơn
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150151	Phường Đồng Bẩm
Thái Nguyên	215	Thành phố Thái Nguyên	21501	2150109	Phường Quang Trung
Tiền Giang	807	Thị xã Cai Lậy	80709	8070939	Phường 3
Tiền Giang	807	Thị xã Cai Lậy	80709	8070937	Phường 2
Tiền Giang	807	Thị xã Cai Lậy	80709	8070933	Xã Phú Quý
Tiền Giang	807	Thị xã Cai Lậy	80709	8070931	Xã Thanh Hòa
Tiền Giang	807	Thị xã Cai Lậy	80709	8070929	Xã Nhị Quý
Tiền Giang	807	Thị xã Cai Lậy	80709	8070927	Phường Nhị Mỹ
Tiền Giang	807	Thị xã Cai Lậy	80709	8070923	Xã Tân Hội
Tiền Giang	807	Thị xã Cai Lậy	80709	8070919	Xã Tân Bình
Tiền Giang	807	Thị xã Cai Lậy	80709	8070917	Xã Tân Phú
Tiền Giang	807	Thị xã Cai Lậy	80709	8070913	Xã Mỹ Hạnh Trung
Tiền Giang	807	Thị xã Cai Lậy	80709	8070911	Xã Mỹ Hạnh Đông
Tiền Giang	807	Thị xã Cai Lậy	80709	8070909	Xã Mỹ Phước Tây
Tiền Giang	807	Thị xã Cai Lậy	80709	8070901	Phường 1
Tiền Giang	807	Thị xã Cai Lậy	80709	8070941	Phường 4
Tiền Giang	807	Thị xã Cai Lậy	80709	8070935	Xã Long Khánh
Tiền Giang	807	Thị xã Cai Lậy	80709	8070943	Phường 5
Tiền Giang	807	Huyện Cái Bè	80713	8071341	Xã Tân Thanh
Tiền Giang	807	Huyện Cái Bè	80713	8071305	Xã Hậu Mỹ Bắc A
Tiền Giang	807	Huyện Cái Bè	80713	8071309	Xã Hậu Mỹ Trinh
Tiền Giang	807	Huyện Cái Bè	80713	8071337	Xã Tân Hưng
Tiền Giang	807	Huyện Cái Bè	80713	8071321	Xã Hậu Thành
Tiền Giang	807	Huyện Cái Bè	80713	8071317	Xã Thiện Trung
Tiền Giang	807	Huyện Cái Bè	80713	8071311	Xã Hậu Mỹ Phú
Tiền Giang	807	Huyện Cái Bè	80713	8071307	Xã Mỹ Trung
Tiền Giang	807	Huyện Cái Bè	80713	8071339	Xã Mỹ Lương
Tiền Giang	807	Huyện Cái Bè	80713	8071325	Xã Hòa Khánh
Tiền Giang	807	Huyện Cái Bè	80713	8071335	Xã An Thái Đông
Tiền Giang	807	Huyện Cái Bè	80713	8071329	Xã Mỹ Đức Đông
Tiền Giang	807	Huyện Cái Bè	80713	8071319	Xã Mỹ Hội
Tiền Giang	807	Huyện Cái Bè	80713	8071327	Xã Thiện Trí
Tiền Giang	807	Huyện Cái Bè	80713	8071331	Xã Mỹ Đức Tây
Tiền Giang	807	Huyện Cái Bè	80713	8071303	Xã Hậu Mỹ Bắc B
Tiền Giang	807	Huyện Cái Bè	80713	8071313	Xã Mỹ Tân
Tiền Giang	807	Huyện Cái Bè	80713	8071343	Xã An Thái Trung
Tiền Giang	807	Huyện Cái Bè	80713	8071333	Xã Đông Hòa Hiệp
Tiền Giang	807	Huyện Cái Bè	80713	8071301	Thị trấn Cái Bè
Tiền Giang	807	Huyện Cái Bè	80713	8071345	Xã An Hữu
Tiền Giang	807	Huyện Cái Bè	80713	8071347	Xã Hòa Hưng
Tiền Giang	807	Huyện Cái Bè	80713	8071315	Xã Mỹ Lợi B
Tiền Giang	807	Huyện Cái Bè	80713	8071320	Xã An Cư
Tiền Giang	807	Huyện Cái Bè	80713	8071323	Xã Mỹ Lợi A
Tiền Giang	807	Thành phố Mỹ Tho	80701	8070115	Phường 6
Tiền Giang	807	Thành phố Mỹ Tho	80701	8070127	Xã Thới Sơn
Tiền Giang	807	Thành phố Mỹ Tho	80701	8070113	Phường 8
Tiền Giang	807	Thành phố Mỹ Tho	80701	8070109	Phường 1
Tiền Giang	807	Thành phố Mỹ Tho	80701	8070107	Phường 3
Tiền Giang	807	Thành phố Mỹ Tho	80701	8070105	Phường 7
Tiền Giang	807	Thành phố Mỹ Tho	80701	8070124	Phường 9
Tiền Giang	807	Thành phố Mỹ Tho	80701	8070103	Phường 4
Tiền Giang	807	Thành phố Mỹ Tho	80701	8070101	Phường 5
Tiền Giang	807	Thành phố Mỹ Tho	80701	8070126	Xã Phước Thạnh
Tiền Giang	807	Thành phố Mỹ Tho	80701	8070111	Phường 2
Tiền Giang	807	Thành phố Mỹ Tho	80701	8070119	Xã Trung An
Tiền Giang	807	Thành phố Mỹ Tho	80701	8070117	Xã Đạo Thạnh
Tiền Giang	807	Thành phố Mỹ Tho	80701	8070120	Phường 10
Tiền Giang	807	Thành phố Mỹ Tho	80701	8070121	Xã Mỹ Phong
Tiền Giang	807	Thành phố Mỹ Tho	80701	8070125	Phường Tân Long
Tiền Giang	807	Thành phố Mỹ Tho	80701	8070123	Xã Tân Mỹ Chánh
Tiền Giang	807	Huyện Gò Công Đông	80717	8071707	Xã Gia Thuận
Tiền Giang	807	Huyện Gò Công Đông	80717	8071719	Xã Tân Đông
Tiền Giang	807	Huyện Gò Công Đông	80717	8071729	Xã Tân Thành
Tiền Giang	807	Huyện Gò Công Đông	80717	8071702	Xã Tăng Hòa
Tiền Giang	807	Huyện Gò Công Đông	80717	8071721	Xã Bình Ân
Tiền Giang	807	Huyện Gò Công Đông	80717	8071711	Thị trấn Vàm Láng
Tiền Giang	807	Huyện Gò Công Đông	80717	8071701	Thị trấn Tân Hòa
Tiền Giang	807	Huyện Gò Công Đông	80717	8071725	Xã Bình Nghị
Tiền Giang	807	Huyện Gò Công Đông	80717	8071715	Xã Kiểng Phước
Tiền Giang	807	Huyện Gò Công Đông	80717	8071705	Xã Tân Phước
Tiền Giang	807	Huyện Gò Công Đông	80717	8071727	Xã Phước Trung
Tiền Giang	807	Huyện Gò Công Đông	80717	8071713	Xã Tân Tây
Tiền Giang	807	Huyện Gò Công Đông	80717	8071723	Xã Tân Điền
Tiền Giang	807	Huyện Chợ Gạo	80711	8071115	Xã Thanh Bình
Tiền Giang	807	Huyện Chợ Gạo	80711	8071103	Xã Trung Hòa
Tiền Giang	807	Huyện Chợ Gạo	80711	8071121	Xã Đăng Hưng Phước
Tiền Giang	807	Huyện Chợ Gạo	80711	8071127	Xã Bình Phan
Tiền Giang	807	Huyện Chợ Gạo	80711	8071119	Xã Bình Phục Nhứt
Tiền Giang	807	Huyện Chợ Gạo	80711	8071109	Xã Tân Bình Thạnh
Tiền Giang	807	Huyện Chợ Gạo	80711	8071131	Xã An Thạnh Thủy
Tiền Giang	807	Huyện Chợ Gạo	80711	8071135	Xã Hòa Định
Tiền Giang	807	Huyện Chợ Gạo	80711	8071105	Xã Hòa Tịnh
Tiền Giang	807	Huyện Chợ Gạo	80711	8071129	Xã Long Bình Điền
Tiền Giang	807	Huyện Chợ Gạo	80711	8071137	Xã Bình Ninh
Tiền Giang	807	Huyện Chợ Gạo	80711	8071113	Xã Lương Hòa Lạc
Tiền Giang	807	Huyện Chợ Gạo	80711	8071111	Xã Phú Kiết
Tiền Giang	807	Huyện Chợ Gạo	80711	8071123	Xã Tân Thuận Bình
Tiền Giang	807	Huyện Chợ Gạo	80711	8071125	Xã Song Bình
Tiền Giang	807	Huyện Chợ Gạo	80711	8071133	Xã Xuân Đông
Tiền Giang	807	Huyện Chợ Gạo	80711	8071117	Xã Quơn Long
Tiền Giang	807	Huyện Chợ Gạo	80711	8071107	Xã Mỹ Tịnh An
Tiền Giang	807	Huyện Chợ Gạo	80711	8071101	Thị trấn Chợ Gạo
Tiền Giang	807	Huyện Gò Công Tây	80715	8071511	Xã Bình Nhì
Tiền Giang	807	Huyện Gò Công Tây	80715	8071525	Xã Long Bình
Tiền Giang	807	Huyện Gò Công Tây	80715	8071523	Xã Vĩnh Hựu
Tiền Giang	807	Huyện Gò Công Tây	80715	8071503	Xã Đồng Sơn
Tiền Giang	807	Huyện Gò Công Tây	80715	8071507	Xã Đồng Thạnh
Tiền Giang	807	Huyện Gò Công Tây	80715	8071501	Thị trấn Vĩnh Bình
Tiền Giang	807	Huyện Gò Công Tây	80715	8071515	Xã Thạnh Trị
Tiền Giang	807	Huyện Gò Công Tây	80715	8071521	Xã Bình Tân
Tiền Giang	807	Huyện Gò Công Tây	80715	8071517	Xã Thạnh Nhựt
Tiền Giang	807	Huyện Gò Công Tây	80715	8071505	Xã Bình Phú
Tiền Giang	807	Huyện Gò Công Tây	80715	8071509	Xã Thành Công
Tiền Giang	807	Huyện Gò Công Tây	80715	8071519	Xã Long Vĩnh
Tiền Giang	807	Huyện Gò Công Tây	80715	8071513	Xã Yên Luông
Tiền Giang	807	Huyện Tân Phước	80705	8070513	Xã Tân Hòa Thành
Tiền Giang	807	Huyện Tân Phước	80705	8070517	Xã Tân Lập 1
Tiền Giang	807	Huyện Tân Phước	80705	8070501	Thị trấn Mỹ Phước
Tiền Giang	807	Huyện Tân Phước	80705	8070523	Xã Tân Lập 2
Tiền Giang	807	Huyện Tân Phước	80705	8070525	Xã Phước Lập
Tiền Giang	807	Huyện Tân Phước	80705	8070509	Xã Thạnh Hoà
Tiền Giang	807	Huyện Tân Phước	80705	8070521	Xã Mỹ Phước
Tiền Giang	807	Huyện Tân Phước	80705	8070507	Xã Thạnh Mỹ
Tiền Giang	807	Huyện Tân Phước	80705	8070503	Xã Tân Hòa Đông
Tiền Giang	807	Huyện Tân Phước	80705	8070505	Xã Thạnh Tân
Tiền Giang	807	Huyện Tân Phước	80705	8070511	Xã Phú Mỹ
Tiền Giang	807	Huyện Tân Phước	80705	8070515	Xã Hưng Thạnh
Tiền Giang	807	Huyện Tân Phước	80705	8070519	Xã Tân Hòa Tây
Tiền Giang	807	Huyện Cai Lậy	80719	8071949	Xã Hội Xuân
Tiền Giang	807	Huyện Cai Lậy	80719	8071921	Xã Phú Nhuận
Tiền Giang	807	Huyện Cai Lậy	80719	8071951	Xã Tân Phong
Tiền Giang	807	Huyện Cai Lậy	80719	8071955	Xã Ngũ Hiệp
Tiền Giang	807	Huyện Cai Lậy	80719	8071939	Xã Phú An
Tiền Giang	807	Huyện Cai Lậy	80719	8071915	Xã Mỹ Thành Nam
Tiền Giang	807	Huyện Cai Lậy	80719	8071947	Xã Long Trung
Tiền Giang	807	Huyện Cai Lậy	80719	8071907	Xã Phú Cường
Tiền Giang	807	Huyện Cai Lậy	80719	8071953	Xã Tam Bình
Tiền Giang	807	Huyện Cai Lậy	80719	8071903	Xã Thạnh Lộc
Tiền Giang	807	Huyện Cai Lậy	80719	8071943	Xã Long Tiên
Tiền Giang	807	Huyện Cai Lậy	80719	8071945	Xã Hiệp Đức
Tiền Giang	807	Huyện Cai Lậy	80719	8071925	Xã Bình Phú
Tiền Giang	807	Huyện Cai Lậy	80719	8071905	Xã Mỹ Thành Bắc
Tiền Giang	807	Huyện Cai Lậy	80719	8071937	Xã Cẩm Sơn
Tiền Giang	807	Huyện Cai Lậy	80719	8071941	Xã Mỹ Long
Tiền Giang	807	Huyện Châu Thành	80707	8070731	Xã Bình Trưng
Tiền Giang	807	Huyện Châu Thành	80707	8070745	Xã Kim Sơn
Tiền Giang	807	Huyện Châu Thành	80707	8070735	Xã Thạnh Phú
Tiền Giang	807	Huyện Châu Thành	80707	8070717	Xã Nhị Bình
Tiền Giang	807	Huyện Châu Thành	80707	8070729	Xã Long Hưng
Tiền Giang	807	Huyện Châu Thành	80707	8070747	Xã Phú Phong
Tiền Giang	807	Huyện Châu Thành	80707	8070743	Xã Song Thuận
Tiền Giang	807	Huyện Châu Thành	80707	8070737	Xã Bàn Long
Tiền Giang	807	Huyện Châu Thành	80707	8070705	Xã Tân Hương
Tiền Giang	807	Huyện Châu Thành	80707	8070721	Xã Đông Hòa
Tiền Giang	807	Huyện Châu Thành	80707	8070707	Xã Tân Lý Đông
Tiền Giang	807	Huyện Châu Thành	80707	8070723	Xã Long Định
Tiền Giang	807	Huyện Châu Thành	80707	8070715	Xã Điềm Hy
Tiền Giang	807	Huyện Châu Thành	80707	8070727	Xã Long An
Tiền Giang	807	Huyện Châu Thành	80707	8070701	Thị trấn Tân Hiệp
Tiền Giang	807	Huyện Châu Thành	80707	8070709	Xã Tân Lý Tây
Tiền Giang	807	Huyện Châu Thành	80707	8070739	Xã Vĩnh Kim
Tiền Giang	807	Huyện Châu Thành	80707	8070703	Xã Tân Hội Đông
Tiền Giang	807	Huyện Châu Thành	80707	8070713	Xã Tam Hiệp
Tiền Giang	807	Huyện Châu Thành	80707	8070725	Xã Hữu Đạo
Tiền Giang	807	Huyện Châu Thành	80707	8070711	Xã Thân Cửu Nghĩa
Tiền Giang	807	Huyện Châu Thành	80707	8070741	Xã Bình Đức
Tiền Giang	807	Huyện Châu Thành	80707	8070719	Xã Dưỡng Điềm
Tiền Giang	807	Huyện Tân Phú Đông	80718	8071807	Xã Phú Thạnh
Tiền Giang	807	Huyện Tân Phú Đông	80718	8071805	Xã Tân Thạnh
Tiền Giang	807	Huyện Tân Phú Đông	80718	8071811	Xã Phú Tân
Tiền Giang	807	Huyện Tân Phú Đông	80718	8071803	Xã Tân Phú
Tiền Giang	807	Huyện Tân Phú Đông	80718	8071809	Xã Phú Đông
Tiền Giang	807	Huyện Tân Phú Đông	80718	8071801	Xã Tân Thới
Tiền Giang	807	Thị xã Gò Công	80703	8070316	Phường 5
Tiền Giang	807	Thị xã Gò Công	80703	8070301	Phường 3
Tiền Giang	807	Thị xã Gò Công	80703	8070303	Phường 2
Tiền Giang	807	Thị xã Gò Công	80703	8070313	Xã Long Chánh
Tiền Giang	807	Thị xã Gò Công	80703	8070315	Xã Long Hòa
Tiền Giang	807	Thị xã Gò Công	80703	8070311	Xã Long Thuận
Tiền Giang	807	Thị xã Gò Công	80703	8070305	Phường 4
Tiền Giang	807	Thị xã Gò Công	80703	8070317	Xã Tân Trung
Tiền Giang	807	Thị xã Gò Công	80703	8070318	Xã Bình Đông
Tiền Giang	807	Thị xã Gò Công	80703	8070309	Xã Long Hưng
Tiền Giang	807	Thị xã Gò Công	80703	8070307	Phường 1
Tiền Giang	807	Thị xã Gò Công	80703	8070319	Xã Bình Xuân
Trà Vinh	817	Thị Xã Duyên Hải	81716	8171601	Xã Dân Thành
Trà Vinh	817	Thị Xã Duyên Hải	81716	8171610	Phường 1
Trà Vinh	817	Thị Xã Duyên Hải	81716	8171620	Xã Trường Long Hòa
Trà Vinh	817	Thị Xã Duyên Hải	81716	81716301	Phường 2
Trà Vinh	817	Thị Xã Duyên Hải	81716	8171603	Xã Long Hữu
Trà Vinh	817	Thị Xã Duyên Hải	81716	8171602	Xã Hiệp Thạnh
Trà Vinh	817	Thị Xã Duyên Hải	81716	8171605	Xã Trường Long Hòa
Trà Vinh	817	Thị Xã Duyên Hải	81716	8171604	Xã Long Toàn
Trà Vinh	817	Huyện Duyên Hải	81715	8171503	Xã Long Toàn
Trà Vinh	817	Huyện Duyên Hải	81715	8171511	Xã Trường Long Hòa
Trà Vinh	817	Huyện Duyên Hải	81715	8171505	Xã Long Hữu
Trà Vinh	817	Huyện Duyên Hải	81715	8171509	Xã Dân Thành
Trà Vinh	817	Huyện Duyên Hải	81715	8171521	Xã Đôn Châu
Trà Vinh	817	Huyện Duyên Hải	81715	8171507	Xã Long Khánh
Trà Vinh	817	Huyện Duyên Hải	81715	8171519	Xã Hiệp Thạnh
Trà Vinh	817	Huyện Duyên Hải	81715	81715301	Phường 2
Trà Vinh	817	Huyện Duyên Hải	81715	8171513	Xã Ngũ Lạc
Trà Vinh	817	Huyện Duyên Hải	81715	8171515	Xã Long Vĩnh
Trà Vinh	817	Huyện Duyên Hải	81715	8171517	Xã Đông Hải
Trà Vinh	817	Huyện Duyên Hải	81715	8171501	Phường 1
Trà Vinh	817	Huyện Duyên Hải	81715	8171530	Xã Đôn Xuân
Trà Vinh	817	Huyện Duyên Hải	81715	8171520	Thị trấn Long Thành
Trà Vinh	817	Huyện Tiểu Cần	81709	8170919	Xã Tân Hòa
Trà Vinh	817	Huyện Tiểu Cần	81709	8170913	Xã Hùng Hòa
Trà Vinh	817	Huyện Tiểu Cần	81709	8170917	Xã Ngãi Hùng
Trà Vinh	817	Huyện Tiểu Cần	81709	8170905	Xã Phú Cần
Trà Vinh	817	Huyện Tiểu Cần	81709	8170903	Thị trấn Cầu Quan
Trà Vinh	817	Huyện Tiểu Cần	81709	8170914	Xã Tân Hùng
Trà Vinh	817	Huyện Tiểu Cần	81709	8170901	Thị trấn Tiểu Cần
Trà Vinh	817	Huyện Tiểu Cần	81709	8170915	Xã Tập Ngãi
Trà Vinh	817	Huyện Tiểu Cần	81709	8170909	Xã Hiếu Trung
Trà Vinh	817	Huyện Tiểu Cần	81709	8170907	Xã Hiếu Tử
Trà Vinh	817	Huyện Tiểu Cần	81709	8170911	Xã Long Thới
Trà Vinh	817	Huyện Trà Cú	81713	8171321	Xã Đôn Châu
Trà Vinh	817	Huyện Trà Cú	81713	8171319	Xã Đôn Xuân
Trà Vinh	817	Huyện Trà Cú	81713	8171306	Xã Tân Sơn
Trà Vinh	817	Huyện Trà Cú	81713	8171327	Xã Tân Hiệp
Trà Vinh	817	Huyện Trà Cú	81713	8171307	Xã An Quảng Hữu
Trà Vinh	817	Huyện Trà Cú	81713	8171301	Thị trấn Trà Cú
Trà Vinh	817	Huyện Trà Cú	81713	8171314	Xã Kim Sơn
Trà Vinh	817	Huyện Trà Cú	81713	8171305	Xã Tập Sơn
Trà Vinh	817	Huyện Trà Cú	81713	8171311	Xã Ngãi Xuyên
Trà Vinh	817	Huyện Trà Cú	81713	8171315	Xã Hàm Giang
Trà Vinh	817	Huyện Trà Cú	81713	8171329	Thị trấn Định An
Trà Vinh	817	Huyện Trà Cú	81713	8171323	Xã Ngọc Biên
Trà Vinh	817	Huyện Trà Cú	81713	8171309	Xã Lưu Nghiệp Anh
Trà Vinh	817	Huyện Trà Cú	81713	8171325	Xã Long Hiệp
Trà Vinh	817	Huyện Trà Cú	81713	8171317	Xã Đại An
Trà Vinh	817	Huyện Trà Cú	81713	8171313	Xã Thanh Sơn
Trà Vinh	817	Huyện Trà Cú	81713	8171303	Xã Phước Hưng
Trà Vinh	817	Huyện Trà Cú	81713	8171316	Xã Hàm Tân
Trà Vinh	817	Huyện Trà Cú	81713	8171318	Xã Định An
Trà Vinh	817	Huyện Cầu Kè	81707	8170713	Xã Phong Thạnh
Trà Vinh	817	Huyện Cầu Kè	81707	8170711	Xã Phong Phú
Trà Vinh	817	Huyện Cầu Kè	81707	8170719	Xã Thạnh Phú
Trà Vinh	817	Huyện Cầu Kè	81707	8170709	Xã Ninh Thới
Trà Vinh	817	Huyện Cầu Kè	81707	8170708	Xã Hòa Tân
Trà Vinh	817	Huyện Cầu Kè	81707	8170701	Thị trấn Cầu Kè
Trà Vinh	817	Huyện Cầu Kè	81707	8170705	Xã Châu Điền
Trà Vinh	817	Huyện Cầu Kè	81707	8170717	Xã Thông Hòa
